Function name;Count;Files name
substr;160;['bin.inc', 'bin.inc', 'bin.inc', 'bin.inc', 'bin.inc', 'bin.inc', 'bin.inc', 'byte_func.inc', 'byte_func.inc', 'dump.inc', 'http_keepalive.inc', 'netop.inc', 'netop.inc', 'netop.inc', 'netop.inc', 'netop.inc', 'netop.inc', 'netop.inc', 'netop.inc', 'netop.inc', 'netop.inc', 'netop.inc', 'network_func.inc', 'network_func.inc', 'network_func.inc', 'nfs_func.inc', 'nfs_func.inc', 'pkg-lib-macosx.inc', 'pkg-lib-rpm.inc', 'qpkg.inc', 'qpkg.inc', 'qpkg.inc', 'qpkg.inc', 'revisions-lib.inc', 'revisions-lib.inc', 'revisions-lib.inc', 'revisions-lib.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'secpod_smb_func.inc', 'sip.inc', 'sip.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smbcl_func.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssh_func.inc', 'ssl_funcs.inc', 'tftp.inc', 'version_func.inc', 'wmi_misc.inc', 'wmi_misc.inc']
ntlmv2_response;1;['smb_nt.inc']
hextodec;4;['smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc']
pipe_accessible_registry_NTLMSSP;1;['smb_nt.inc']
is_sshd_bugged;1;['ssh_func.inc']
netop_zeropad;5;['netop.inc', 'netop.inc', 'netop.inc', 'netop.inc', 'netop.inc']
recv_until;4;['default_account.inc', 'default_account.inc', 'default_account.inc', 'default_account.inc']
smbntcreatex_extract_pipe;7;['secpod_smb_func.inc', 'secpod_smb_func.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc']
smbntcreatex;7;['secpod_smb_func.inc', 'secpod_smb_func.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc']
get_signature;48;['smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc', 'smb_nt.inc']
